Server,Component Type,Component Name,Description,en-US
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,MultistateIndicator2.1.St_Caption,Complete
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,MultistateIndicator2.E.St_Caption,Clear counters
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,NumericInputCursorPoint1.KeypadCaption,
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text10.Caption,Function
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text11.Caption,Target recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text12.Caption,Warning !
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text2.Caption,Actual recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text3.Caption,Copy
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text5.Caption,To
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text7.Caption,Actual recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text8.Caption,Target recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Text9.Caption,"Caution ! The parameters of the target recipe will
be erased and overwritten by the actual recipe.  "
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Title Bar,
/H01_515036_10:H01_515036_10,Graphic Display,M320_Recipe_Copy,Track Name,320
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton11.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton11.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton13.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton13.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton21.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton21.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton3.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton3.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton4.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton4.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton6.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,InterlockedPushButton6.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MomentaryPushButton5.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MomentaryPushButton5.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MomentaryPushButton5.E.St_Caption,Error
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MultistateIndicator3.0.St_Caption,Deleting recipe data
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MultistateIndicator3.1.St_Caption,Complete
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,MultistateIndicator3.E.St_Caption,Clear counters
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,NumericInputCursorPoint1.KeypadCaption,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text10.Caption,Function
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text11.Caption,Target recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text12.Caption,Warning !
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text13.Caption,The deleted recipe will be substituted by the next highest recipe.
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text14.Caption,Actual recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text5.Caption,Delete
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text6.Caption,Actual recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text8.Caption,Recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Text9.Caption,"Caution ! The parameters for the recipe selected 
are deleted and cannot be reloaded.           "
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Title Bar,
/H01_515036_10:H01_515036_10,Graphic Display,M330_recipe_delete,Track Name,330
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton11.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton11.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton13.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton13.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton21.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton21.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton3.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton3.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton5.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,InterlockedPushButton5.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MomentaryPushButton5.0.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MomentaryPushButton5.1.St_Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MomentaryPushButton5.E.St_Caption,Error
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MultistateIndicator3.0.St_Caption,Inserting recipe data
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MultistateIndicator3.1.St_Caption,Complete
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,MultistateIndicator3.E.St_Caption,Clear counters
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,NumericInputCursorPoint1.KeypadCaption,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text10.Caption,Function
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text11.Caption,Target recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text12.Caption,Warning !
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text13.Caption,Caution ! The new recipe data is inserted at the selected number. The last position of recipe data is lost.
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text2.Caption,Actual recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text3.Caption,Insert
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text5.Caption,Insert
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text7.Caption,Actual recipe description:
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text8.Caption,Recipe number:
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Text9.Caption,"Existing data is shifted +1 recipe number.
The last position of recipe data is lost."
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Title Bar,
/H01_515036_10:H01_515036_10,Graphic Display,M340_recipe_insert,Track Name,340
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,btnEsignature.Caption,Save
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,btnSaveWithoutESig.Up.Caption,Save
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,Button2.Up.Caption,Cancel
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton0.Up.Caption,Go to 0
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton10.Up.Caption,Go to 10
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton20.Up.Caption,Go to 20
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton30.Up.Caption,Go to 30
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton40.Up.Caption,Go to 40
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton50.Up.Caption,Go to 50
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton60.Up.Caption,Go to 60
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton70.Up.Caption,Go to 70
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,JumpButton80.Up.Caption,Go to 80
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,MoveDownButton1.Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,MoveUpButton1.Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,NumericInput1.KeypadCaption,/*N:5 {::[P01]Program:Size.editValue} NOFILL DP:0*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,NumericInput2.KeypadCaption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,NumericInput3.KeypadCaption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PageDownButton1.Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PageUpButton1.Caption,
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.0.St_Caption,/*LS:3 0*/ /*S:46 {[P01]format_config.value[0].name}*/ /*N:9 {[P01]format_data.f_value[0]} SPACEFILL DP:0*/ /*S:9 {[P01]format_config.value[0].units}*/ /*N:9 {[P01]format_config.value[0].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[0].max} SPACEFILL DP:0*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.1.St_Caption,/*LS:3 1*/ /*S:46 {[P01]format_config.value[1].name}*/ /*N:9 {[P01]format_data.f_value[1]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[1].units}*/ /*N:9 {[P01]format_config.value[1].min} SPACEFILL DP:0*/ /*N:9 {[P01]format_config.value[1].max} SPACEFILL DP:0*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.10.St_Caption,/*LS:3 10*/ /*S:46 {[P01]format_config.value[10].name}*/ /*N:9 {[P01]format_data.f_value[10]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[10].units}*/ /*N:9 {[P01]format_config.value[10].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[10].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.11.St_Caption,/*LS:3 11*/ /*S:46 {[P01]format_config.value[11].name}*/ /*N:9 {[P01]format_data.f_value[11]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[11].units}*/ /*N:9 {[P01]format_config.value[11].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[11].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.12.St_Caption,/*LS:3 12*/ /*S:46 {[P01]format_config.value[12].name}*/ /*N:9 {[P01]format_data.f_value[12]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[12].units}*/ /*N:9 {[P01]format_config.value[12].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[12].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.13.St_Caption,/*LS:3 13*/ /*S:46 {[P01]format_config.value[13].name}*/ /*N:9 {[P01]format_data.f_value[13]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[13].units}*/ /*N:9 {[P01]format_config.value[13].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[13].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.14.St_Caption,/*LS:3 14*/ /*S:46 {[P01]format_config.value[14].name}*/ /*N:9 {[P01]format_data.f_value[14]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[14].units}*/ /*N:9 {[P01]format_config.value[14].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[14].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.15.St_Caption,/*LS:3 15*/ /*S:46 {[P01]format_config.value[15].name}*/ /*N:9 {[P01]format_data.f_value[15]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[15].units}*/ /*N:9 {[P01]format_config.value[15].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[15].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.16.St_Caption,/*LS:3 16*/ /*S:46 {[P01]format_config.value[16].name}*/ /*N:9 {[P01]format_data.f_value[16]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[16].units}*/ /*N:9 {[P01]format_config.value[16].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[16].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.17.St_Caption,/*LS:3 17*/ /*S:46 {[P01]format_config.value[17].name}*/ /*N:9 {[P01]format_data.f_value[17]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[17].units}*/ /*N:9 {[P01]format_config.value[17].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[17].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.18.St_Caption,/*LS:3 18*/ /*S:46 {[P01]format_config.value[18].name}*/ /*N:9 {[P01]format_data.f_value[18]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[18].units}*/ /*N:9 {[P01]format_config.value[18].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[18].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.19.St_Caption,/*LS:3 19*/ /*S:46 {[P01]format_config.value[19].name}*/ /*N:9 {[P01]format_data.f_value[19]} SPACEFILL DP:3*/ /*S:9 {[P01]format_config.value[19].units}*/ /*N:9 {[P01]format_config.value[19].min} SPACEFILL DP:3*/ /*N:9 {[P01]format_config.value[19].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.2.St_Caption,/*LS:3 2*/ /*S:46 {[P01]format_config.value[2].name}*/ /*N:9 {[P01]format_data.f_value[2]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[2].units}*/ /*N:9 {[P01]format_config.value[2].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[2].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.20.St_Caption,/*LS:3 20*/ /*S:46 {[P01]format_config.value[20].name}*/ /*N:9 {[P01]format_data.f_value[20]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[20].units}*/ /*N:9 {[P01]format_config.value[20].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[20].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.21.St_Caption,/*LS:3 21*/ /*S:46 {[P01]format_config.value[21].name}*/ /*N:9 {[P01]format_data.f_value[21]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[21].units}*/ /*N:9 {[P01]format_config.value[21].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[21].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.22.St_Caption,/*LS:3 22*/ /*S:46 {[P01]format_config.value[22].name}*/ /*N:9 {[P01]format_data.f_value[22]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[22].units}*/ /*N:9 {[P01]format_config.value[22].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[22].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.23.St_Caption,/*LS:3 23*/ /*S:46 {[P01]format_config.value[23].name}*/ /*N:9 {[P01]format_data.f_value[23]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[23].units}*/ /*N:9 {[P01]format_config.value[23].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[23].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.24.St_Caption,/*LS:3 24*/ /*S:46 {[P01]format_config.value[24].name}*/ /*N:9 {[P01]format_data.f_value[24]} SPACEFILL DP:3*/ /*S:9 {[P01]format_config.value[24].units}*/ /*N:9 {[P01]format_config.value[24].min} SPACEFILL DP:3*/ /*N:9 {[P01]format_config.value[24].max} SPACEFILL DP:3*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.25.St_Caption,/*LS:3 25*/ /*S:46 {[P01]format_config.value[25].name}*/ /*N:9 {[P01]format_data.f_value[25]} SPACEFILL DP:3*/ /*S:9 {[P01]format_config.value[25].units}*/ /*N:9 {[P01]format_config.value[25].min} SPACEFILL DP:3*/ /*N:9 {[P01]format_config.value[25].max} SPACEFILL DP:3*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.26.St_Caption,/*LS:3 26*/ /*S:46 {[P01]format_config.value[26].name}*/ /*N:9 {[P01]format_data.f_value[26]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[26].units}*/ /*N:9 {[P01]format_config.value[26].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[26].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.27.St_Caption,/*LS:3 27*/ /*S:46 {[P01]format_config.value[27].name}*/ /*N:9 {[P01]format_data.f_value[27]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[27].units}*/ /*N:9 {[P01]format_config.value[27].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[27].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.28.St_Caption,/*LS:3 28*/ /*S:46 {[P01]format_config.value[28].name}*/ /*N:9 {[P01]format_data.f_value[28]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[28].units}*/ /*N:9 {[P01]format_config.value[28].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[28].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.29.St_Caption,/*LS:3 29*/ /*S:46 {[P01]format_config.value[29].name}*/ /*N:9 {[P01]format_data.f_value[29]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[29].units}*/ /*N:9 {[P01]format_config.value[29].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[29].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.3.St_Caption,/*LS:3 3*/ /*S:46 {[P01]format_config.value[3].name}*/ /*N:9 {[P01]format_data.f_value[3]} SPACEFILL DP:3*/ /*S:9 {[P01]format_config.value[3].units}*/ /*N:9 {[P01]format_config.value[3].min} SPACEFILL DP:3*/ /*N:9 {[P01]format_config.value[3].max} SPACEFILL DP:3*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.30.St_Caption,/*LS:3 30*/ /*S:46 {[P01]format_config.value[30].name}*/ /*N:9 {[P01]format_data.f_value[30]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[30].units}*/ /*N:9 {[P01]format_config.value[30].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[30].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.31.St_Caption,/*LS:3 31*/ /*S:46 {[P01]format_config.value[31].name}*/ /*N:9 {[P01]format_data.f_value[31]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[31].units}*/ /*N:9 {[P01]format_config.value[31].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[31].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.32.St_Caption,/*LS:3 32*/ /*S:46 {[P01]format_config.value[32].name}*/ /*N:9 {[P01]format_data.f_value[32]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[32].units}*/ /*N:9 {[P01]format_config.value[32].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[32].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.33.St_Caption,/*LS:3 33*/ /*S:46 {[P01]format_config.value[33].name}*/ /*N:9 {[P01]format_data.f_value[33]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[33].units}*/ /*N:9 {[P01]format_config.value[33].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[33].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.34.St_Caption,/*LS:3 34*/ /*S:46 {[P01]format_config.value[34].name}*/ /*N:9 {[P01]format_data.f_value[34]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[34].units}*/ /*N:9 {[P01]format_config.value[34].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[34].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.35.St_Caption,/*LS:3 35*/ /*S:46 {[P01]format_config.value[35].name}*/ /*N:9 {[P01]format_data.f_value[35]} SPACEFILL DP:2*/ /*S:9 {[P01]format_config.value[35].units}*/ /*N:9 {[P01]format_config.value[35].min} SPACEFILL DP:2*/ /*N:9 {[P01]format_config.value[35].max} SPACEFILL DP:2*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.36.St_Caption,/*LS:3 36*/ /*S:46 {[P01]format_config.value[36].name}*/ /*N:9 {[P01]format_data.f_value[36]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[36].units}*/ /*N:9 {[P01]format_config.value[36].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[36].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.37.St_Caption,/*LS:3 37*/ /*S:46 {[P01]format_config.value[37].name}*/ /*N:9 {[P01]format_data.f_value[37]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[37].units}*/ /*N:9 {[P01]format_config.value[37].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[37].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.38.St_Caption,/*LS:3 38*/ /*S:46 {[P01]format_config.value[38].name}*/ /*N:9 {[P01]format_data.f_value[38]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[38].units}*/ /*N:9 {[P01]format_config.value[38].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[38].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.39.St_Caption,/*LS:3 39*/ /*S:46 {[P01]format_config.value[39].name}*/ /*N:9 {[P01]format_data.f_value[39]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[39].units}*/ /*N:9 {[P01]format_config.value[39].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[39].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.4.St_Caption,/*LS:3 4*/ /*S:46 {[P01]format_config.value[4].name}*/ /*N:9 {[P01]format_data.f_value[4]} SPACEFILL DP:3*/ /*S:9 {[P01]format_config.value[4].units}*/ /*N:9 {[P01]format_config.value[4].min} SPACEFILL DP:3*/ /*N:9 {[P01]format_config.value[4].max} SPACEFILL DP:3*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.40.St_Caption,/*LS:3 40*/ /*S:46 {[P01]format_config.value[40].name}*/ /*N:9 {[P01]format_data.f_value[40]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[40].units}*/ /*N:9 {[P01]format_config.value[40].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[40].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.41.St_Caption,/*LS:3 41*/ /*S:46 {[P01]format_config.value[41].name}*/ /*N:9 {[P01]format_data.f_value[41]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[41].units}*/ /*N:9 {[P01]format_config.value[41].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[41].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.42.St_Caption,/*LS:3 42*/ /*S:46 {[P01]format_config.value[42].name}*/ /*N:9 {[P01]format_data.f_value[42]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[42].units}*/ /*N:9 {[P01]format_config.value[42].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[42].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.43.St_Caption,/*LS:3 43*/ /*S:46 {[P01]format_config.value[43].name}*/ /*N:9 {[P01]format_data.f_value[43]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[43].units}*/ /*N:9 {[P01]format_config.value[43].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[43].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.44.St_Caption,/*LS:3 44*/ /*S:46 {[P01]format_config.value[44].name}*/ /*N:9 {[P01]format_data.f_value[44]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[44].units}*/ /*N:9 {[P01]format_config.value[44].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[44].max} SPACEFILL DP:1*/
/H01_515036_10:H01_515036_10,Graphic Display,M400_RecipeValues,PilotedListSelector1.45.St_Caption,/*LS:3 45*/ /*S:46 {[P01]format_config.value[45].name}*/ /*N:9 {[P01]format_data.f_value[45]} SPACEFILL DP:1*/ /*S:9 {[P01]format_config.value[45].units}*/ /*N:9 {[P01]format_config.value[45].min} SPACEFILL DP:1*/ /*N:9 {[P01]format_config.value[45].max} SPACEFILL DP:1*/
